run_id,started_at,finished_at,account_id,signal_trade_date,execution_trade_date,status,signal_sha256,reconciliation_sha256,data_snapshot_sha256,code_snapshot_sha256,policy_sha256,artifact_path,artifact_sha256,event_count,order_count,fill_count,net_asset,normalized_nav,benchmark_nav,freshness_status,error_type,operator
051e2343e60bccf9d9d8,2026-07-26T15:56:34.537143+00:00,2026-07-26T15:56:36.895931+00:00,model_top20,20260722,20260723,PASS,3eef24f0d52ce08a220ea2be20ec37df9d8b0f2a577f322c607660851f7fd512,db7c5d544dd934e0148ffc2a96c07884a6f6f7db4a1250755b37de2b5faff038,242f4b61c6f0f9e46e7205f546215f3fc4922eb92ab72b557c8069b8a4fcbd99,6846a7f1ac6555548bd72b4b8a473511566a1d493590a77cb2679c284afd282c,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260723-3eef24f0d52c.json,9887a8a64078b67d8fff5aa80a06939f83b71b1e984c385da4f164f1dafb6f49,20,0,0,465024.56,0.93004912,1.004659875223296273687467360,PASS,,docker-top20-backfill
f821e3b574496cb5fcae,2026-07-26T15:56:36.929269+00:00,2026-07-26T15:56:39.181723+00:00,model_top20,20260723,20260724,PASS,cb092b2143335da11463b34c5b75c3a5b1d2e99142272d69b6c05bb88ae79b1e,12f752dcc459226bc2cb1b4fdc8a6ae5285ac987cca99f4d506a9f3a89867135,242f4b61c6f0f9e46e7205f546215f3fc4922eb92ab72b557c8069b8a4fcbd99,6846a7f1ac6555548bd72b4b8a473511566a1d493590a77cb2679c284afd282c,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260724-cb092b214333.json,6fad34d1a039040b8ebc6616cc7833306df1ac068900cc044e48d5902ee58db0,20,0,0,455961.88,0.91192376,0.9854111247658893260412062397,PASS,,docker-top20-backfill
b992c4a997b314dcde1e,2026-07-27T11:53:27.606084+00:00,2026-07-27T11:53:29.635275+00:00,model_baseline,20260724,20260727,PASS,8521ca67d8177aa34215ee811456154d56f9d2791f4de418cc3f46290acd6406,aea0ecf0c263a4d0171e71740144fbe9fc5dd270371abde3ac116242db834fa9,31b87ce5f99769246355e709a4f18d09b9d7ef3356e5c2f0c1c4d3dfd5401ec5,eb8e752132ac1fbe6a9557d26b4c7a65df36f6169d617b6e1e10db88d46b7fbd,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260727-8521ca67d817.json,792694746f5febc004b6a877c2eab46bd60383077e8c42d81ba1f6187697ee4b,24,0,0,482181.16,0.96436232,1.000193642958049867577285188,PASS,,docker-scheduler
d6b39c640e3c079954a6,2026-07-28T11:50:45.439779+00:00,2026-07-28T11:50:48.228922+00:00,model_baseline,20260727,20260728,PASS,f875abbfb7426dd1e6d643f2ee098d86f9e7f6b8457fd91de33966431bbf4b4f,4769051dcfa49a32c3d2fec77aa40654c67a39633cde22b8c9df8b2345efa78c,6d811d8be39082b0f862cbb8296f07d2db7181031f12f530de727fb5458c6d6a,eb8e752132ac1fbe6a9557d26b4c7a65df36f6169d617b6e1e10db88d46b7fbd,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260728-f875abbfb742.json,35f0a496082c8f0c703f65ebdaee4914c7d2533e8990150f87f1a647ca1fe008,24,0,0,466216.54,0.93243308,0.9698957392106607590895993004,PASS,,docker-scheduler
b72233f7833135819541,2026-07-29T11:49:58.748871+00:00,2026-07-29T11:50:00.814640+00:00,model_baseline,20260728,20260729,PASS,819f2e6ae83dbb9d3e6f59e49f5012806eb7896898ab0ff37bfd209471ab7572,c7990edcff4aab1e528f480d419a14b3c9f92b2c5b52fcafca748a007d143fb5,a9041e563297cfa2dc0c885eb8e84b561c707a96ff89efe390a65137df07c083,eb8e752132ac1fbe6a9557d26b4c7a65df36f6169d617b6e1e10db88d46b7fbd,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260729-819f2e6ae83d.json,1cd1453f6e4378a35030a3cb2f5deeb5021d798558d925f7fbb13c0d72ec08ce,24,0,0,465560.29,0.93112058,0.9774874290266633257072636952,PASS,,docker-scheduler
f7fcd6223e48e654609b,2026-07-30T11:39:22.585230+00:00,2026-07-30T11:39:24.897537+00:00,model_baseline,20260729,20260730,PASS,e1adae660da4608699aec7b96f4c2547275de53face71e13a7347501fbc6e88c,fa66d443a3fd69d1e0e9985357c34af898cba93f1a5a1a17304108b0594ad207,46303e534ae71e94bbec51de149992cf9c4c2770e3e25643138cddd22ae9e608,eb8e752132ac1fbe6a9557d26b4c7a65df36f6169d617b6e1e10db88d46b7fbd,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260730-e1adae660da4.json,39b223e4448b930f2e10acd49e01bf2b8312bacbcae8eb7b41aeee12c6eff81d,24,0,0,448514.75,0.8970295,0.9621948507961737884861304550,PASS,,docker-scheduler
1ce067a20af4e771da57,2026-07-31T13:59:19.144169+00:00,2026-07-31T13:59:22.121963+00:00,model_baseline,20260730,20260731,PASS,d68cc8f0aeae715f014408aa69b4fd353c87a87df73e75fab8d9ffbcfb316d69,9f090f456b4827e46190a07b4614b7ad987ef12a3183df2e5c64909cf87d1102,b95c06ba2ae755df96e90dde2b235058e25005aabbf898885ea34da5ab8b8201,eb8e752132ac1fbe6a9557d26b4c7a65df36f6169d617b6e1e10db88d46b7fbd,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260731-d68cc8f0aeae.json,9a0c2c6ce48571dc688a68c9d88314885a814b74eabb80cc9fe0b81f1fef10a1,110,47,39,458940.90,0.9178818,0.9745523164253636495486982031,PASS,,docker-scheduler
c043a2d69be6badf49ae,2026-08-03T11:52:32.700997+00:00,2026-08-03T11:52:34.785740+00:00,model_baseline,20260731,20260803,PASS,3ce150eec9d41ebcb8b55362786e6c6162c8c7f62cfe94e1cdd5b90c405d459f,da7e2a64e4d7408b6ca01334491bf1f6bfbcb77771765e1e393f2f2b2e389227,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260803-3ce150eec9d4.json,ff8ddb0beb9e468611bdc527e3c0ee8c4dda08da3bef4ebd043328e91f671235,24,0,0,457426.77,0.91485354,0.9647859350824590350901211527,PASS,,docker-scheduler
b7cfdbcd6dac1d592c0f,2026-08-03T11:52:46.327391+00:00,2026-08-03T11:52:48.440189+00:00,model_top20,20260724,20260727,PASS,8521ca67d8177aa34215ee811456154d56f9d2791f4de418cc3f46290acd6406,aea0ecf0c263a4d0171e71740144fbe9fc5dd270371abde3ac116242db834fa9,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260727-8521ca67d817.json,3bfa79c1242cf4b26c56717a12dcb765ffe3ed59161092414a8447fc219bc9a2,20,0,0,470220.14,0.94044028,1.000193642958049867577285188,PASS,,docker-scheduler
ef6001b1265513dacbcb,2026-08-03T11:52:48.492877+00:00,2026-08-03T11:52:50.478506+00:00,model_top20,20260727,20260728,PASS,f875abbfb7426dd1e6d643f2ee098d86f9e7f6b8457fd91de33966431bbf4b4f,4769051dcfa49a32c3d2fec77aa40654c67a39633cde22b8c9df8b2345efa78c,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260728-f875abbfb742.json,72a8f7fb3813dfb9b75ef8d2add989f60384fb6417a7ea66aa5bd88a0d914fcc,20,0,0,447317.40,0.8946348,0.9698957392106607590895993004,PASS,,docker-scheduler
884b965361e28fd2ec51,2026-08-03T11:52:50.534013+00:00,2026-08-03T11:52:52.454715+00:00,model_top20,20260728,20260729,PASS,819f2e6ae83dbb9d3e6f59e49f5012806eb7896898ab0ff37bfd209471ab7572,c7990edcff4aab1e528f480d419a14b3c9f92b2c5b52fcafca748a007d143fb5,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260729-819f2e6ae83d.json,3c07ab289c38c45a417ef14337b5510052b90553108d100fe18f15a63a0fd626,20,0,0,445916.66,0.89183332,0.9774874290266633257072636952,PASS,,docker-scheduler
82ec8e23586631a416bb,2026-08-03T11:52:52.509525+00:00,2026-08-03T11:52:54.393733+00:00,model_top20,20260729,20260730,PASS,e1adae660da4608699aec7b96f4c2547275de53face71e13a7347501fbc6e88c,fa66d443a3fd69d1e0e9985357c34af898cba93f1a5a1a17304108b0594ad207,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260730-e1adae660da4.json,8d1d07f238fd21667b0c5691e43bde9f6658351d4533ad87c34a8aa702bdc171,20,0,0,425264.40,0.8505288,0.9621948507961737884861304550,PASS,,docker-scheduler
8a6c1f87e16f1630eb27,2026-08-03T11:52:54.449599+00:00,2026-08-03T11:52:57.216922+00:00,model_top20,20260730,20260731,PASS,d68cc8f0aeae715f014408aa69b4fd353c87a87df73e75fab8d9ffbcfb316d69,9f090f456b4827e46190a07b4614b7ad987ef12a3183df2e5c64909cf87d1102,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260731-d68cc8f0aeae.json,a7ae574465117b9287dc3ef94c6519883a3d2eaa7ec14314d6e9445175ad03a3,82,33,30,444689.88,0.88937976,0.9745523164253636495486982031,PASS,,docker-scheduler
54666831b3be07f6a457,2026-08-03T11:52:57.451088+00:00,2026-08-03T11:52:59.396796+00:00,model_top20,20260731,20260803,PASS,3ce150eec9d41ebcb8b55362786e6c6162c8c7f62cfe94e1cdd5b90c405d459f,da7e2a64e4d7408b6ca01334491bf1f6bfbcb77771765e1e393f2f2b2e389227,399c97edb546d3e6d7bb375633cdc8f2fd1f435a2affa7ae06392a8ef7e3a4c9,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260803-3ce150eec9d4.json,f0c4eae56bd4f90bd3ea5578c014f8a024d2df9aa796b38e60b56e5de2c326fc,19,0,0,447669.22,0.89533844,0.9647859350824590350901211527,PASS,,docker-scheduler
f1ab1e0df6f2b9611c36,2026-08-04T11:53:25.061075+00:00,2026-08-04T11:53:27.529735+00:00,model_baseline,20260803,20260804,PASS,c280a90bbc637371f77a819e69c15592bdd23b7828f5491db5860cdfe27018bf,4564f16ecd1690c80c4b22b9b9c2827a7aec05500c9ca8e4bb7b0a56d3d6960a,572099a7dc2473cbf23035d9b29429310974d8d376a08ed74258a00a98d6f58e,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260804-c280a90bbc63.json,691987e0fdc3cae0fed405d6d6e7eb9c50c1e49d0404a46f31de408be472e89f,24,0,0,472591.75,0.9451835,0.9804482929392473837012875502,PASS,,docker-scheduler
6d36c0a54d70728eb5eb,2026-08-04T11:53:46.104871+00:00,2026-08-04T11:53:48.495385+00:00,model_top20,20260803,20260804,PASS,c280a90bbc637371f77a819e69c15592bdd23b7828f5491db5860cdfe27018bf,4564f16ecd1690c80c4b22b9b9c2827a7aec05500c9ca8e4bb7b0a56d3d6960a,572099a7dc2473cbf23035d9b29429310974d8d376a08ed74258a00a98d6f58e,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260804-c280a90bbc63.json,26de5b7fcaa0682e3e8d47a4c4120f685dbe8766b30189303f37d75a81abafec,19,0,0,465895.64,0.93179128,0.9804482929392473837012875502,PASS,,docker-scheduler
163702eee7352cf77819,2026-08-05T11:55:21.659029+00:00,2026-08-05T11:55:23.895468+00:00,model_baseline,20260804,20260805,PASS,97666bceb6828ddca63e2c2bd1bf2ff957053eb1c8ae78da3ea044a263d0ff8d,07bc57b559c64c3d7090a7c0cf9040bc068a8c866815fd3922a13c1765658515,a445131d055ddc1a126e2ce544e04d0dadc87742a0cfc03123fdbdd7bce670a3,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260805-97666bceb682.json,b1e35a7d9164d0cadb8a1b9b8e9169f9554ed78e0f50ba2eac015f48cfde9213,24,0,0,487338.45,0.9746769,0.9963296232270615257308713009,PASS,,docker-scheduler
37e62a3e3312a198a853,2026-08-05T11:55:33.935421+00:00,2026-08-05T11:55:36.230834+00:00,model_top20,20260804,20260805,PASS,97666bceb6828ddca63e2c2bd1bf2ff957053eb1c8ae78da3ea044a263d0ff8d,07bc57b559c64c3d7090a7c0cf9040bc068a8c866815fd3922a13c1765658515,a445131d055ddc1a126e2ce544e04d0dadc87742a0cfc03123fdbdd7bce670a3,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260805-97666bceb682.json,137fdb342045ce5bd56981771dc854d534c0c069ed5c1044add58cdf8eb1ee9d,19,0,0,482254.05,0.9645081,0.9963296232270615257308713009,PASS,,docker-scheduler
9455fb59450f1e35c63d,2026-08-06T11:55:43.649941+00:00,2026-08-06T11:55:45.698347+00:00,model_baseline,20260805,20260806,PASS,927cbf78e17a0e4707118643a9051180cbfacf92f83d2780dfed8a6483c743ef,c6c8890a779aecfd50f3801532035b930124a1b27250d40596526b5ae8e84535,28774f209fc69340755f91ddbd300853f034dfab373ae71844e65e64e0e456cb,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260806-927cbf78e17a.json,444d4129f82592a0e2848d87f075335e290b7cf604768b65878fa69b74343d57,24,0,0,491517.91,0.98303582,0.9959544172261584849592784141,PASS,,docker-scheduler
e617ab4fa01c98dc04c9,2026-08-06T11:55:55.554842+00:00,2026-08-06T11:55:57.631595+00:00,model_top20,20260805,20260806,PASS,927cbf78e17a0e4707118643a9051180cbfacf92f83d2780dfed8a6483c743ef,c6c8890a779aecfd50f3801532035b930124a1b27250d40596526b5ae8e84535,28774f209fc69340755f91ddbd300853f034dfab373ae71844e65e64e0e456cb,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260806-927cbf78e17a.json,e087b67bae2ada692d7f2f722cde4bf6e5442d393c0662d336a117851e692c1e,19,0,0,485896.82,0.97179364,0.9959544172261584849592784141,PASS,,docker-scheduler
a649986c579ab72406cd,2026-08-07T11:57:41.050487+00:00,2026-08-07T11:57:43.001082+00:00,model_baseline,20260806,20260807,PASS,506c40195c0c820f2447e042cf306cb3a72b90c1e76ef3457544adeb9f0e8130,c82385df5a3e6fe0fea433f98ef55a107ca275442099bc22ad5f9ef9fad94c6c,25a87650765ff6263b012ad621c28ecc1291ad0157f06f5c518462240dd3718c,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260807-506c40195c0c.json,d97ace8b452e4759a32eb78e71ee170bcb0bae79037e0079484a8a77c7e08469,24,0,0,502667.98,1.00533596,1.007879805380678010742457665,PASS,,docker-scheduler
2e6d3f14f5ab0cfd9d51,2026-08-07T11:57:53.128118+00:00,2026-08-07T11:57:55.188598+00:00,model_top20,20260806,20260807,PASS,506c40195c0c820f2447e042cf306cb3a72b90c1e76ef3457544adeb9f0e8130,c82385df5a3e6fe0fea433f98ef55a107ca275442099bc22ad5f9ef9fad94c6c,25a87650765ff6263b012ad621c28ecc1291ad0157f06f5c518462240dd3718c,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,d11d773bd79719641dc1bbc35976d4899fddb730d0f3673094cb6f20cc7840c8,data/paper/model_top20/runs/20260807-506c40195c0c.json,597e5d94293241bedccfd563731cc6974234924088e4efbab12ced9e771c3bde,19,0,0,502708.64,1.00541728,1.007879805380678010742457665,PASS,,docker-scheduler
85727fc5931b0c0c53b9,2026-08-10T11:46:50.050249+00:00,2026-08-10T11:46:52.226302+00:00,model_baseline,20260807,20260810,PASS,5b8fd330ffdf4f43ed88ab4031b4748d678c48215dea3987ca54a89a936ee350,70455b15e9f4b3a23feb4e12b0df3c0eb0fba2f6878cb5922db2c9e4b60bec7b,e3bde53ac6231c6b753831eeb673ca8040769c18a2f8707d0dbb28b5ac138f97,4e5244b6b02739dd209a9b01ea715c43ed9a874a7014156e20cf364f06a82708,eaa341b5a3eee94347c7a8453a3e52f1986e3707abfbb6bb69a6d9298c320cc8,data/paper/model_baseline/runs/20260810-5b8fd330ffdf.json,57eb2e1b899ad8715ededd78dd2348284ba414ce0bb7d97592b8e91ae4d67ed1,24,0,0,499187.77,0.99837554,1.010814496143669230906696959,PASS,,docker-scheduler
